tag,algo,feature,selected,dropped
L2,rf,v1_bio,1.0,0.0
L2,rf,v1_inf,1.0,0.0
L2,rf,v1_plt,1.0,0.0
L2,rf,weight,0.4666666666666667,0.0
L2,xgb,activity,0.6,0.0
L2,xgb,age,0.5333333333333333,0.0
L2,xgb,female,0.3333333333333333,0.0
L2,xgb,imm,0.6,0.0
L2,xgb,v1_BASE,1.0,0.0
L2,xgb,v1_CL,0.7333333333333333,0.0
L2,xgb,v1_Cave,0.6666666666666666,0.0
L2,xgb,v1_IC50,1.0,0.0
L2,xgb,v1_V1,0.6666666666666666,0.0
L2,xgb,v1_alb,0.9333333333333333,0.0
L2,xgb,v1_bio,1.0,0.0
L2,xgb,v1_inf,1.0,0.0
L2,xgb,v1_plt,0.9333333333333333,0.0
L2,xgb,weight,0.5333333333333333,0.0
L3,cat,activity,0.3333333333333333,0.0
L3,cat,age,0.13333333333333333,0.0
L3,cat,female,0.06666666666666667,0.0
L3,cat,imm,0.26666666666666666,0.0
L3,cat,v1_BASE,1.0,0.0
L3,cat,v1_CL,0.3333333333333333,0.0
L3,cat,v1_Cave,0.06666666666666667,0.0
L3,cat,v1_IC50,1.0,0.0
L3,cat,v1_V1,0.13333333333333333,0.0
L3,cat,v1_alb,0.6666666666666666,0.0
L3,cat,v1_bio,0.7333333333333333,0.0
L3,cat,v1_inf,0.8666666666666667,0.0
L3,cat,v1_plt,0.8666666666666667,0.0
L3,cat,v2_ada,0.0,1.0
L3,cat,v2_alb,0.0,0.0
L3,cat,v2_bio,0.4666666666666667,0.0
L3,cat,v2_bio_change,0.26666666666666666,0.0
L3,cat,v2_conc,0.26666666666666666,0.0
L3,cat,v2_inf,0.6,0.0
L3,cat,v2_plt,0.3333333333333333,0.0
L3,cat,v3_ada,0.0,1.0
L3,cat,v3_alb,0.13333333333333333,0.0
L3,cat,v3_bio,1.0,0.0
L3,cat,v3_bio_change,0.5333333333333333,0.0
L3,cat,v3_conc,0.4,0.0
L3,cat,v3_inf,0.6666666666666666,0.0
L3,cat,v3_plt,0.0,0.0
L3,cat,weight,0.06666666666666667,0.0
L3,enet,activity,0.6666666666666666,0.0
L3,enet,age,0.2,0.0
L3,enet,female,0.26666666666666666,0.0
L3,enet,imm,0.7333333333333333,0.0
L3,enet,v1_BASE,1.0,0.0
L3,enet,v1_CL,0.3333333333333333,0.0
L3,enet,v1_Cave,0.13333333333333333,0.0
L3,enet,v1_IC50,0.8,0.0
L3,enet,v1_V1,0.13333333333333333,0.0
L3,enet,v1_alb,0.6666666666666666,0.0
L3,enet,v1_bio,0.8,0.0
L3,enet,v1_inf,1.0,0.0
L3,enet,v1_plt,0.6,0.0
L3,enet,v2_ada,0.0,1.0
L3,enet,v2_alb,0.26666666666666666,0.0
L3,enet,v2_bio,0.13333333333333333,0.0
L3,enet,v2_bio_change,0.6,0.0
L3,enet,v2_conc,0.3333333333333333,0.0
L3,enet,v2_inf,1.0,0.0
L3,enet,v2_plt,0.3333333333333333,0.0
L3,enet,v3_ada,0.0,1.0
L3,enet,v3_alb,0.0,0.0
L3,enet,v3_bio,1.0,0.0
L3,enet,v3_bio_change,0.6,0.0
L3,enet,v3_conc,0.4,0.0
L3,enet,v3_inf,0.4666666666666667,0.0
L3,enet,v3_plt,0.2,0.0
L3,enet,weight,0.3333333333333333,0.0
L3,rf,activity,0.13333333333333333,0.0
L3,rf,age,0.4,0.0
L3,rf,female,0.0,0.0
L3,rf,imm,0.2,0.0
L3,rf,v1_BASE,1.0,0.0
L3,rf,v1_CL,0.4666666666666667,0.0
L3,rf,v1_Cave,0.2,0.0
L3,rf,v1_IC50,1.0,0.0
L3,rf,v1_V1,0.26666666666666666,0.0
L3,rf,v1_alb,0.7333333333333333,0.0
L3,rf,v1_bio,1.0,0.0
L3,rf,v1_inf,1.0,0.0
L3,rf,v1_plt,0.9333333333333333,0.0
L3,rf,v2_ada,0.0,1.0
L3,rf,v2_alb,0.06666666666666667,0.0
L3,rf,v2_bio,0.8666666666666667,0.0
L3,rf,v2_bio_change,0.6,0.0
L3,rf,v2_conc,0.13333333333333333,0.0
L3,rf,v2_inf,0.9333333333333333,0.0
L3,rf,v2_plt,0.06666666666666667,0.0
L3,rf,v3_ada,0.0,1.0
L3,rf,v3_alb,0.2,0.0
L3,rf,v3_bio,1.0,0.0
L3,rf,v3_bio_change,0.8,0.0
L3,rf,v3_conc,0.4,0.0
L3,rf,v3_inf,0.8666666666666667,0.0
L3,rf,v3_plt,0.06666666666666667,0.0
L3,rf,weight,0.26666666666666666,0.0
L3,xgb,activity,0.13333333333333333,0.0
L3,xgb,age,0.13333333333333333,0.0
L3,xgb,female,0.06666666666666667,0.0
L3,xgb,imm,0.26666666666666666,0.0
L3,xgb,v1_BASE,1.0,0.0
L3,xgb,v1_CL,0.4666666666666667,0.0
L3,xgb,v1_Cave,0.26666666666666666,0.0
L3,xgb,v1_IC50,1.0,0.0
L3,xgb,v1_V1,0.13333333333333333,0.0
L3,xgb,v1_alb,0.5333333333333333,0.0
L3,xgb,v1_bio,0.8,0.0
L3,xgb,v1_inf,0.9333333333333333,0.0
L3,xgb,v1_plt,0.6666666666666666,0.0
L3,xgb,v2_ada,0.0,1.0
L3,xgb,v2_alb,0.13333333333333333,0.0
L3,xgb,v2_bio,0.4666666666666667,0.0
L3,xgb,v2_bio_change,0.4666666666666667,0.0
L3,xgb,v2_conc,0.4666666666666667,0.0
L3,xgb,v2_inf,0.6666666666666666,0.0
L3,xgb,v2_plt,0.26666666666666666,0.0
L3,xgb,v3_ada,0.0,1.0
L3,xgb,v3_alb,0.26666666666666666,0.0
L3,xgb,v3_bio,1.0,0.0
L3,xgb,v3_bio_change,0.4666666666666667,0.0
L3,xgb,v3_conc,0.4,0.0
L3,xgb,v3_inf,0.6,0.0
L3,xgb,v3_plt,0.0,0.0
L3,xgb,weight,0.4,0.0
L4,cat,activity,0.5333333333333333,0.0
L4,cat,age,0.3333333333333333,0.0
L4,cat,female,0.0,0.0
L4,cat,imm,0.26666666666666666,0.0
L4,cat,v1_alb,0.8666666666666667,0.0
L4,cat,v1_bio,0.8666666666666667,0.0
L4,cat,v1_inf,1.0,0.0
L4,cat,v1_plt,0.8666666666666667,0.0
L4,cat,v2_ada,0.0,1.0
L4,cat,v2_alb,0.26666666666666666,0.0
L4,cat,v2_bio,0.5333333333333333,0.0
L4,cat,v2_bio_change,0.4,0.0
L4,cat,v2_conc,0.5333333333333333,0.0
L4,cat,v2_inf,0.8,0.0
L4,cat,v2_plt,0.4666666666666667,0.0
L4,cat,v3_BASE,1.0,0.0
L4,cat,v3_CL,0.7333333333333333,0.0
L4,cat,v3_Cave,0.7333333333333333,0.0
L4,cat,v3_IC50,1.0,0.0
L4,cat,v3_V1,0.3333333333333333,0.0
L4,cat,v3_ada,0.0,1.0
L4,cat,v3_alb,0.4666666666666667,0.0
L4,cat,v3_bio,1.0,0.0
L4,cat,v3_bio_change,0.4666666666666667,0.0
L4,cat,v3_conc,0.6,0.0
L4,cat,v3_inf,0.7333333333333333,0.0
L4,cat,v3_plt,0.06666666666666667,0.0
L4,cat,weight,0.3333333333333333,0.0
L4,enet,activity,0.8,0.0
L4,enet,age,0.5333333333333333,0.0
L4,enet,female,0.4,0.0
L4,enet,imm,1.0,0.0
L4,enet,v1_alb,0.7333333333333333,0.0
L4,enet,v1_bio,1.0,0.0
L4,enet,v1_inf,0.9333333333333333,0.0
L4,enet,v1_plt,0.3333333333333333,0.0
L4,enet,v2_ada,0.0,1.0
L4,enet,v2_alb,0.8,0.0
L4,enet,v2_bio,0.26666666666666666,0.0
L4,enet,v2_bio_change,0.9333333333333333,0.0
L4,enet,v2_conc,0.6,0.0
L4,enet,v2_inf,0.6666666666666666,0.0
L4,enet,v2_plt,0.8666666666666667,0.0
L4,enet,v3_BASE,1.0,0.0
L4,enet,v3_CL,1.0,0.0
L4,enet,v3_Cave,0.8,0.0
L4,enet,v3_IC50,1.0,0.0
L4,enet,v3_V1,0.26666666666666666,0.0
L4,enet,v3_ada,0.0,1.0
L4,enet,v3_alb,0.3333333333333333,0.0
L4,enet,v3_bio,0.8,0.0
L4,enet,v3_bio_change,0.5333333333333333,0.0
L4,enet,v3_conc,0.26666666666666666,0.0
L4,enet,v3_inf,0.3333333333333333,0.0
L4,enet,v3_plt,0.6,0.0
L4,enet,weight,0.6666666666666666,0.0
L4,rf,activity,0.5333333333333333,0.0
L4,rf,age,0.13333333333333333,0.0
L4,rf,female,0.0,0.0
L4,rf,imm,0.0,0.0
L4,rf,v1_alb,0.6666666666666666,0.0
L4,rf,v1_bio,0.8666666666666667,0.0
L4,rf,v1_inf,1.0,0.0
L4,rf,v1_plt,0.7333333333333333,0.0
L4,rf,v2_ada,0.0,1.0
L4,rf,v2_alb,0.13333333333333333,0.0
L4,rf,v2_bio,0.4666666666666667,0.0
L4,rf,v2_bio_change,0.4,0.0
L4,rf,v2_conc,0.06666666666666667,0.0
L4,rf,v2_inf,0.8,0.0
L4,rf,v2_plt,0.0,0.0
L4,rf,v3_BASE,1.0,0.0
L4,rf,v3_CL,0.3333333333333333,0.0
L4,rf,v3_Cave,0.4,0.0
L4,rf,v3_IC50,1.0,0.0
L4,rf,v3_V1,0.2,0.0
L4,rf,v3_ada,0.0,1.0
L4,rf,v3_alb,0.26666666666666666,0.0
L4,rf,v3_bio,1.0,0.0
L4,rf,v3_bio_change,0.3333333333333333,0.0
L4,rf,v3_conc,0.3333333333333333,0.0
L4,rf,v3_inf,0.6666666666666666,0.0
L4,rf,v3_plt,0.0,0.0
L4,rf,weight,0.26666666666666666,0.0
L4,xgb,activity,0.4666666666666667,0.0
L4,xgb,age,0.13333333333333333,0.0
L4,xgb,female,0.0,0.0
L4,xgb,imm,0.4666666666666667,0.0
L4,xgb,v1_alb,0.7333333333333333,0.0
L4,xgb,v1_bio,0.9333333333333333,0.0
L4,xgb,v1_inf,1.0,0.0
L4,xgb,v1_plt,0.6666666666666666,0.0
L4,xgb,v2_ada,0.0,1.0
L4,xgb,v2_alb,0.4666666666666667,0.0
L4,xgb,v2_bio,0.3333333333333333,0.0
L4,xgb,v2_bio_change,0.6,0.0
L4,xgb,v2_conc,0.2,0.0
L4,xgb,v2_inf,0.7333333333333333,0.0
L4,xgb,v2_plt,0.4,0.0
L4,xgb,v3_BASE,0.8666666666666667,0.0
L4,xgb,v3_CL,0.7333333333333333,0.0
L4,xgb,v3_Cave,0.4666666666666667,0.0
L4,xgb,v3_IC50,1.0,0.0
L4,xgb,v3_V1,0.2,0.0
L4,xgb,v3_ada,0.0,1.0
L4,xgb,v3_alb,0.4666666666666667,0.0
L4,xgb,v3_bio,1.0,0.0
L4,xgb,v3_bio_change,0.3333333333333333,0.0
L4,xgb,v3_conc,0.4,0.0
L4,xgb,v3_inf,0.7333333333333333,0.0
L4,xgb,v3_plt,0.06666666666666667,0.0
L4,xgb,weight,0.2,0.0
L4r,cat,activity,0.26666666666666666,0.0
L4r,cat,age,0.3333333333333333,0.0
L4r,cat,female,0.06666666666666667,0.0
L4r,cat,imm,0.06666666666666667,0.0
L4r,cat,v1_BASE,0.6666666666666666,0.0
L4r,cat,v1_CL,0.6,0.0
L4r,cat,v1_Cave,0.13333333333333333,0.0
L4r,cat,v1_IC50,0.9333333333333333,0.0
L4r,cat,v1_V1,0.4,0.0
L4r,cat,v1_alb,0.5333333333333333,0.0
L4r,cat,v1_bio,0.4666666666666667,0.0
L4r,cat,v1_inf,0.6666666666666666,0.0
L4r,cat,v1_plt,0.8666666666666667,0.0
L4r,cat,v2_ada,0.0,1.0
L4r,cat,v2_alb,0.0,0.0
L4r,cat,v2_bio,0.2,0.0
L4r,cat,v2_bio_change,0.26666666666666666,0.0
L4r,cat,v2_conc,0.6666666666666666,0.0
L4r,cat,v2_inf,0.6,0.0
L4r,cat,v2_plt,0.13333333333333333,0.0
L4r,cat,v3_ada,0.0,1.0
L4r,cat,v3_alb,0.26666666666666666,0.0
L4r,cat,v3_bio,1.0,0.0
L4r,cat,v3_bio_change,0.06666666666666667,0.0
L4r,cat,v3_conc,0.13333333333333333,0.0
L4r,cat,v3_inf,0.7333333333333333,0.0
L4r,cat,v3_plt,0.0,0.0
L4r,cat,v4_ada,0.0,0.0
L4r,cat,v4_alb,0.2,0.0
L4r,cat,v4_bio,1.0,0.0
L4r,cat,v4_bio_change,0.8,0.0
L4r,cat,v4_conc,0.06666666666666667,0.0
L4r,cat,v4_inf,0.8,0.0
L4r,cat,v4_plt,0.0,0.0
L4r,cat,weight,0.26666666666666666,0.0
L4r,enet,activity,0.6,0.0
L4r,enet,age,0.13333333333333333,0.0
L4r,enet,female,0.13333333333333333,0.0
L4r,enet,imm,0.6,0.0
L4r,enet,v1_BASE,1.0,0.0
L4r,enet,v1_CL,0.26666666666666666,0.0
L4r,enet,v1_Cave,0.06666666666666667,0.0
L4r,enet,v1_IC50,0.2,0.0
L4r,enet,v1_V1,0.2,0.0
L4r,enet,v1_alb,0.4,0.0
L4r,enet,v1_bio,0.6,0.0
L4r,enet,v1_inf,0.8666666666666667,0.0
L4r,enet,v1_plt,0.2,0.0
L4r,enet,v2_ada,0.0,1.0
L4r,enet,v2_alb,0.13333333333333333,0.0
L4r,enet,v2_bio,0.06666666666666667,0.0
L4r,enet,v2_bio_change,0.3333333333333333,0.0
L4r,enet,v2_conc,0.4666666666666667,0.0
L4r,enet,v2_inf,0.8666666666666667,0.0
L4r,enet,v2_plt,0.4666666666666667,0.0
L4r,enet,v3_ada,0.0,1.0
L4r,enet,v3_alb,0.06666666666666667,0.0
L4r,enet,v3_bio,1.0,0.0
L4r,enet,v3_bio_change,0.2,0.0
L4r,enet,v3_conc,0.06666666666666667,0.0
L4r,enet,v3_inf,0.13333333333333333,0.0
L4r,enet,v3_plt,0.2,0.0
L4r,enet,v4_ada,0.4,0.0
L4r,enet,v4_alb,0.26666666666666666,0.0
L4r,enet,v4_bio,1.0,0.0
L4r,enet,v4_bio_change,1.0,0.0
L4r,enet,v4_conc,0.3333333333333333,0.0
L4r,enet,v4_inf,1.0,0.0
L4r,enet,v4_plt,0.4666666666666667,0.0
L4r,enet,weight,0.5333333333333333,0.0
L4r,rf,activity,0.13333333333333333,0.0
L4r,rf,age,0.0,0.0
L4r,rf,female,0.0,0.0
L4r,rf,imm,0.0,0.0
L4r,rf,v1_BASE,1.0,0.0
L4r,rf,v1_CL,0.3333333333333333,0.0
L4r,rf,v1_Cave,0.4,0.0
L4r,rf,v1_IC50,0.6,0.0
L4r,rf,v1_V1,0.26666666666666666,0.0
L4r,rf,v1_alb,0.4666666666666667,0.0
L4r,rf,v1_bio,0.7333333333333333,0.0
L4r,rf,v1_inf,0.6666666666666666,0.0
L4r,rf,v1_plt,0.4666666666666667,0.0
L4r,rf,v2_ada,0.0,1.0
L4r,rf,v2_alb,0.13333333333333333,0.0
L4r,rf,v2_bio,0.26666666666666666,0.0
L4r,rf,v2_bio_change,0.3333333333333333,0.0
L4r,rf,v2_conc,0.2,0.0
L4r,rf,v2_inf,0.6,0.0
L4r,rf,v2_plt,0.0,0.0
L4r,rf,v3_ada,0.0,1.0
L4r,rf,v3_alb,0.2,0.0
L4r,rf,v3_bio,1.0,0.0
L4r,rf,v3_bio_change,0.4666666666666667,0.0
L4r,rf,v3_conc,0.3333333333333333,0.0
L4r,rf,v3_inf,0.4,0.0
L4r,rf,v3_plt,0.0,0.0
L4r,rf,v4_ada,0.0,0.0
L4r,rf,v4_alb,0.0,0.0
L4r,rf,v4_bio,1.0,0.0
L4r,rf,v4_bio_change,1.0,0.0
L4r,rf,v4_conc,0.3333333333333333,0.0
L4r,rf,v4_inf,1.0,0.0
L4r,rf,v4_plt,0.0,0.0
L4r,rf,weight,0.06666666666666667,0.0
L4r,xgb,activity,0.0,0.0
L4r,xgb,age,0.06666666666666667,0.0
L4r,xgb,female,0.0,0.0
L4r,xgb,imm,0.0,0.0
L4r,xgb,v1_BASE,0.7333333333333333,0.0
L4r,xgb,v1_CL,0.3333333333333333,0.0
L4r,xgb,v1_Cave,0.3333333333333333,0.0
L4r,xgb,v1_IC50,0.6,0.0
L4r,xgb,v1_V1,0.26666666666666666,0.0
L4r,xgb,v1_alb,0.5333333333333333,0.0
L4r,xgb,v1_bio,0.6,0.0
L4r,xgb,v1_inf,0.8,0.0
L4r,xgb,v1_plt,0.3333333333333333,0.0
L4r,xgb,v2_ada,0.0,1.0
L4r,xgb,v2_alb,0.0,0.0
L4r,xgb,v2_bio,0.0,0.0
L4r,xgb,v2_bio_change,0.4666666666666667,0.0
L4r,xgb,v2_conc,0.26666666666666666,0.0
L4r,xgb,v2_inf,0.4,0.0
L4r,xgb,v2_plt,0.13333333333333333,0.0
L4r,xgb,v3_ada,0.0,1.0
L4r,xgb,v3_alb,0.5333333333333333,0.0
L4r,xgb,v3_bio,1.0,0.0
L4r,xgb,v3_bio_change,0.13333333333333333,0.0
L4r,xgb,v3_conc,0.13333333333333333,0.0
L4r,xgb,v3_inf,0.26666666666666666,0.0
L4r,xgb,v3_plt,0.0,0.0
L4r,xgb,v4_ada,0.06666666666666667,0.0
L4r,xgb,v4_alb,0.13333333333333333,0.0
L4r,xgb,v4_bio,1.0,0.0
L4r,xgb,v4_bio_change,0.6666666666666666,0.0
L4r,xgb,v4_conc,0.3333333333333333,0.0
L4r,xgb,v4_inf,0.9333333333333333,0.0
L4r,xgb,v4_plt,0.06666666666666667,0.0
L4r,xgb,weight,0.06666666666666667,0.0
L5,cat,activity,0.3333333333333333,0.0
L5,cat,age,0.4666666666666667,0.0
L5,cat,female,0.0,0.0
L5,cat,imm,0.3333333333333333,0.0
L5,cat,v1_BASE,0.7333333333333333,0.0
L5,cat,v1_CL,0.3333333333333333,0.0
L5,cat,v1_Cave,0.06666666666666667,0.0
L5,cat,v1_IC50,0.8666666666666667,0.0
L5,cat,v1_V1,0.0,0.0
L5,cat,v1_alb,0.5333333333333333,0.0
L5,cat,v1_bio,0.6666666666666666,0.0
L5,cat,v1_inf,0.9333333333333333,0.0
L5,cat,v1_plt,0.7333333333333333,0.0
L5,cat,v2_BASE,0.8,0.0
L5,cat,v2_CL,0.13333333333333333,0.0
L5,cat,v2_Cave,0.06666666666666667,0.0
L5,cat,v2_IC50,0.26666666666666666,0.0
L5,cat,v2_V1,0.06666666666666667,0.0
L5,cat,v2_ada,0.0,1.0
L5,cat,v2_alb,0.0,0.0
L5,cat,v2_bio,0.2,0.0
L5,cat,v2_bio_change,0.26666666666666666,0.0
L5,cat,v2_conc,0.13333333333333333,0.0
L5,cat,v2_inf,0.7333333333333333,0.0
L5,cat,v2_plt,0.3333333333333333,0.0
L5,cat,v3_BASE,0.9333333333333333,0.0
L5,cat,v3_CL,0.3333333333333333,0.0
L5,cat,v3_Cave,0.4,0.0
L5,cat,v3_IC50,1.0,0.0
L5,cat,v3_V1,0.06666666666666667,0.0
L5,cat,v3_ada,0.0,1.0
L5,cat,v3_alb,0.2,0.0
L5,cat,v3_bio,0.9333333333333333,0.0
L5,cat,v3_bio_change,0.06666666666666667,0.0
L5,cat,v3_conc,0.4,0.0
L5,cat,v3_inf,0.4666666666666667,0.0
L5,cat,v3_plt,0.0,0.0
L5,cat,weight,0.2,0.0
L5,enet,activity,0.7333333333333333,0.0
L5,enet,age,0.5333333333333333,0.0
L5,enet,female,0.4,0.0
L5,enet,imm,1.0,0.0
L5,enet,v1_BASE,1.0,0.0
L5,enet,v1_CL,0.5333333333333333,0.0
L5,enet,v1_Cave,0.13333333333333333,0.0
L5,enet,v1_IC50,0.3333333333333333,0.0
L5,enet,v1_V1,0.3333333333333333,0.0
L5,enet,v1_alb,0.7333333333333333,0.0
L5,enet,v1_bio,0.8666666666666667,0.0
L5,enet,v1_inf,0.9333333333333333,0.0
L5,enet,v1_plt,0.3333333333333333,0.0
L5,enet,v2_BASE,1.0,0.0
L5,enet,v2_CL,0.4666666666666667,0.0
L5,enet,v2_Cave,0.5333333333333333,0.0
L5,enet,v2_IC50,0.3333333333333333,0.0
L5,enet,v2_V1,0.13333333333333333,0.0
L5,enet,v2_ada,0.0,1.0
L5,enet,v2_alb,0.8,0.0
L5,enet,v2_bio,0.3333333333333333,0.0
L5,enet,v2_bio_change,0.8,0.0
L5,enet,v2_conc,0.6,0.0
L5,enet,v2_inf,0.5333333333333333,0.0
L5,enet,v2_plt,0.8666666666666667,0.0
L5,enet,v3_BASE,1.0,0.0
L5,enet,v3_CL,1.0,0.0
L5,enet,v3_Cave,0.8,0.0
L5,enet,v3_IC50,1.0,0.0
L5,enet,v3_V1,0.2,0.0
L5,enet,v3_ada,0.0,1.0
L5,enet,v3_alb,0.26666666666666666,0.0
L5,enet,v3_bio,0.8,0.0
L5,enet,v3_bio_change,0.06666666666666667,0.0
L5,enet,v3_conc,0.26666666666666666,0.0
L5,enet,v3_inf,0.3333333333333333,0.0
L5,enet,v3_plt,0.5333333333333333,0.0
L5,enet,weight,0.6666666666666666,0.0
L5,rf,activity,0.06666666666666667,0.0
L5,rf,age,0.06666666666666667,0.0
L5,rf,female,0.0,0.0
L5,rf,imm,0.0,0.0
L5,rf,v1_BASE,0.9333333333333333,0.0
L5,rf,v1_CL,0.13333333333333333,0.0
L5,rf,v1_Cave,0.0,0.0
L5,rf,v1_IC50,0.8666666666666667,0.0
L5,rf,v1_V1,0.0,0.0
L5,rf,v1_alb,0.5333333333333333,0.0
L5,rf,v1_bio,0.8,0.0
L5,rf,v1_inf,1.0,0.0
L5,rf,v1_plt,0.5333333333333333,0.0
L5,rf,v2_BASE,1.0,0.0
L5,rf,v2_CL,0.0,0.0
L5,rf,v2_Cave,0.3333333333333333,0.0
L5,rf,v2_IC50,0.6,0.0
L5,rf,v2_V1,0.06666666666666667,0.0
L5,rf,v2_ada,0.0,1.0
L5,rf,v2_alb,0.0,0.0
L5,rf,v2_bio,0.4,0.0
L5,rf,v2_bio_change,0.3333333333333333,0.0
L5,rf,v2_conc,0.0,0.0
L5,rf,v2_inf,0.8,0.0
L5,rf,v2_plt,0.0,0.0
L5,rf,v3_BASE,0.9333333333333333,0.0
L5,rf,v3_CL,0.13333333333333333,0.0
L5,rf,v3_Cave,0.5333333333333333,0.0
L5,rf,v3_IC50,1.0,0.0
L5,rf,v3_V1,0.06666666666666667,0.0
L5,rf,v3_ada,0.0,1.0
L5,rf,v3_alb,0.13333333333333333,0.0
L5,rf,v3_bio,1.0,0.0
L5,rf,v3_bio_change,0.4,0.0
L5,rf,v3_conc,0.13333333333333333,0.0
L5,rf,v3_inf,0.6666666666666666,0.0
L5,rf,v3_plt,0.0,0.0
L5,rf,weight,0.13333333333333333,0.0
L5,xgb,activity,0.13333333333333333,0.0
L5,xgb,age,0.13333333333333333,0.0
L5,xgb,female,0.0,0.0
L5,xgb,imm,0.0,0.0
L5,xgb,v1_BASE,0.8,0.0
L5,xgb,v1_CL,0.4,0.0
L5,xgb,v1_Cave,0.13333333333333333,0.0
L5,xgb,v1_IC50,0.6,0.0
L5,xgb,v1_V1,0.06666666666666667,0.0
L5,xgb,v1_alb,0.6,0.0
L5,xgb,v1_bio,0.26666666666666666,0.0
L5,xgb,v1_inf,0.8666666666666667,0.0
L5,xgb,v1_plt,0.26666666666666666,0.0
L5,xgb,v2_BASE,0.8,0.0
L5,xgb,v2_CL,0.13333333333333333,0.0
L5,xgb,v2_Cave,0.26666666666666666,0.0
L5,xgb,v2_IC50,0.06666666666666667,0.0
L5,xgb,v2_V1,0.06666666666666667,0.0
L5,xgb,v2_ada,0.0,1.0
L5,xgb,v2_alb,0.0,0.0
L5,xgb,v2_bio,0.3333333333333333,0.0
L5,xgb,v2_bio_change,0.26666666666666666,0.0
L5,xgb,v2_conc,0.13333333333333333,0.0
L5,xgb,v2_inf,0.5333333333333333,0.0
L5,xgb,v2_plt,0.3333333333333333,0.0
L5,xgb,v3_BASE,0.8,0.0
L5,xgb,v3_CL,0.13333333333333333,0.0
L5,xgb,v3_Cave,0.26666666666666666,0.0
L5,xgb,v3_IC50,1.0,0.0
L5,xgb,v3_V1,0.0,0.0
L5,xgb,v3_ada,0.0,1.0
L5,xgb,v3_alb,0.13333333333333333,0.0
L5,xgb,v3_bio,1.0,0.0
L5,xgb,v3_bio_change,0.13333333333333333,0.0
L5,xgb,v3_conc,0.13333333333333333,0.0
L5,xgb,v3_inf,0.4,0.0
L5,xgb,v3_plt,0.0,0.0
L5,xgb,weight,0.0,0.0
